접수번호,접수일자,농장코드,농장명,구분,담당수의사,질병명,검사종류,결과,PDF_파일ID,파일명
1m5itig3nx_항원,2024-11-20,DB1001,성진,직영,양승혁,PRRS,항원,,1m5itig3nxduCMYh8tIARt8iSfi7wvqZ7,20241120_3016남도 PED 항원 검사 결과서(동물진료법인 네스트 [다비육종  님]).pdf
24-1414_항원,2024-11-15,DB1001,성진,직영,양승혁,PRRS,항원,,1K-ceMFcbYxP82Nx6FeZLK9XcWIqXF6yf,20241115_24-1414 PRRSV PCR_동물진료법인 네스트(1001성진).pdf
24-1414_항원,2024-11-15,DB1001,성진,직영,양승혁,PRRS,항원,,18k4-1djljxud0EeboXENU3UdoZjYJiXh,20241115_24-1414 최종 결과서_네스트(1001성진).pdf
24-1411_항원,2024-11-14,DB4001,자영,위탁장,장석현,PRRS,항원,,1nlhZzTiJjvNsb0TCKrjecftFkB8z4xNk,20241114_24-1411_PRRS ELISA_동물진료법인네스트(4001 자영).pdf
24-1411_항원,2024-11-14,DB4001,자영,위탁장,장석현,PRRS,항원,,1nuOBSQzKewPIC1t1kNTP0WK7Oh-Y-2aP,20241114_24-1411 최종 결과서_네스트(4001자영).pdf
24-1405_항원,2024-11-13,DB4002,구산,위탁장,박지형,PRRS,항원,,17fXDAHKWXvRhEO_wQm5CFVog1PpFA8Lu,20241113_24-1405 PRRSV PCR_동물진료법인 네스트(4002구산).pdf
24-1405_항원,2024-11-13,DB4002,구산,위탁장,박지형,PRRS,항원,,14pGTfjGPH83Mx2VISP1b-Mgu_O3DxDEI,20241113_24-1405_PRRS ELISA_동물진료법인네스트(4002 구산).pdf
24-1404_항원,2024-11-13,DB5002,조치원,SP센터,이희원,PRRS,항원,,1oJm5tHQykioAJ5uqOvStaZPxjVcf4kD1,20241113_24-1404 PRRSV PCR_동물진료법인 네스트(5002조치원).pdf
24-1404_항원,2024-11-13,DB5002,조치원,SP센터,이희원,PRRS,항원,,1kmSnbo8nNKEpVmTR0OCh5-V7jI8bfYe7,20241113_24-1404_PRRS ELISA_동물진료법인네스트(5002 조치원).pdf
24-1403_항원,2024-11-13,DB3021,화진,협력,양승혁,PRRS,항원,,1TUj4po9_jw9pa-jYvBQlCalGyIeEoikl,20241113_24-1403 PRRSV PCR_동물진료법인 네스트(3021화진).pdf
24-1403_항원,2024-11-13,DB3021,화진,협력,양승혁,PRRS,항원,,1wW88nX-KEtdq8rQQPu8hewmisVT5lMKS,20241113_24-1403 PED_PCR_동물진료법인네스트(3021화진).pdf
24-1403_항원,2024-11-13,DB3021,화진,협력,양승혁,PRRS,항원,,16BiwPyYzSQWEvRC0yMIq2iOIunarjSdH,20241113_24-1403_PRRS ELISA_동물진료법인네스트(3021 화진).pdf
24-1401_항원,2024-11-12,DB2011,서후,직영,박지형,PRRS,항원,,10RiCS_t1pShB8EGCrquZXJYJxOyS8sD5,20241112_24-1401_PRRS ELISA_동물진료법인네스트(2011 서후).pdf
24-1401_항원,2024-11-12,DB2011,서후,직영,박지형,PRRS,항원,,1Cujui43D93tWbhpz-Yt9SEV2qkwFt_Z9,20241112_24-1401 최종 결과서_네스트(2011서후).pdf
24-1400_항원,2024-11-12,DB1002,대덕,직영,박지형,PRRS,항원,,1cP-bf3c_AIL0xFYdra6kPlznbHKu-NJB,20241112_24-1400_PRRS ELISA_동물진료법인네스트(1002 대덕).pdf
24-1400_항원,2024-11-12,DB1002,대덕,직영,박지형,PRRS,항원,,1s3r_HJySvCGXpoKsoW18hxabLkx4De46,20241112_24-1400 최종 결과서_네스트(1002대덕).pdf
24-1399_항원,2024-11-12,DB2008,여울목,직영,고상억,PRRS,항원,,1uHL6el4ataYVQpbLUyjKUSdeHbmPGcXy,20241112_24-1399 PRRSV PCR_동물진료법인 네스트(2008여울목).pdf
24-1399_항원,2024-11-12,DB2008,여울목,직영,고상억,PRRS,항원,,1xRvm_r0tH-CRZ9K8fsyTpcUmwoHZPxFp,20241112_24-1399_PRRS ELISA_동물진료법인네스트(2008 여울목).pdf
24-1398_항원,2024-11-12,DB3022,한빛피플,협력,장석현,PRRS,항원,,19sWVaqdHnieaGyvm8UPxQI-ubHP5rkhV,20241112_24-1398 PRRSV PCR_동물진료법인 네스트(3022한빛피플).pdf
24-1398_항원,2024-11-12,DB3022,한빛피플,협력,장석현,PRRS,항원,,1eE43n0HU6_h-IFGa8oVPkg8iBuQYx25V,20241112_24-1398_PRRS ELISA_동물진료법인네스트(3022 한빛피플).pdf
24-1397_항원,2024-11-12,DB2015,다원,직영,고상억,PRRS,항원,,19MXCDcklKm5Nm1OlLIqyLuOzMUjEzmDQ,20241112_24-1397 PRRSV PCR_동물진료법인 네스트(2015다원).pdf
24-1397_항원,2024-11-12,DB2015,다원,직영,고상억,PRRS,항원,,1fuzxjJ90TfzhbctHsNWZ4-4DcIFxMz7U,20241112_24-1397 PED_PCR_동물진료법인네스트(2015다원).pdf
24-1397_항원,2024-11-12,DB2015,다원,직영,고상억,PRRS,항원,,1nhmQfB4tNNaZqSmxOeQjUN8D54-sF1Ef,20241112_24-1397_PRRS ELISA_동물진료법인네스트(2015 다원).pdf
24-1396_항원,2024-11-12,DB4014,버들,직영,양승혁,PRRS,항원,,1ITBXp9-_UzULedJRmZu00dNrR-p8s4tP,20241112_24-1396 PRRSV PCR_동물진료법인 네스트(4014버들).pdf
24-1396_항원,2024-11-12,DB4014,버들,직영,양승혁,PRRS,항원,,1mUIMb1ue5pfQ_XPv0smpOko7LBPlB9UW,20241112_24-1396 PED_PCR_동물진료법인네스트(4014버들).pdf
24-1396_항원,2024-11-12,DB4014,버들,직영,양승혁,PRRS,항원,,1QCIQnGp-t9zl3701a9nr3UEn_nGm7Rk6,20241112_24-1396_PRRS ELISA_동물진료법인네스트(4014 버들).pdf
24-1395_항원,2024-11-12,DB3007,효돈,협력,양승혁,PRRS,항원,,1-rZQ5Fo3dnoJ8GkuW91sHcMUixSPILte,20241112_24-1395 PRRSV PCR_동물진료법인 네스트(3007효돈).pdf
24-1395_항원,2024-11-12,DB3007,효돈,협력,양승혁,PRRS,항원,,1XUT8cwJ8p8jslGsdcNBhXVbDXs-XTx2i,20241112_24-1395 PED_PCR_동물진료법인네스트(3007효돈).pdf
24-1395_항원,2024-11-12,DB3007,효돈,협력,양승혁,PRRS,항원,,1DTjAvEnG_4gd5FZf6VvSMS-loutldcdn,20241112_24-1395_PRRS ELISA_동물진료법인네스트(3007 효돈).pdf
24-1394_항원,2024-11-12,DB3016,남도,협력,장석현,PRRS,항원,,1u9vc4_QMQpmULj7X1UEpJC2NOQITEzFp,20241112_24-1394 PRRSV PCR_동물진료법인 네스트(3016남도).pdf
24-1394_항원,2024-11-12,DB3016,남도,협력,장석현,PRRS,항원,,1yXQKkhrJ6v2wm90WwHElNvqSI1I85quy,20241112_24-1394 PED_PCR_동물진료법인네스트(3016남도).pdf
24-1394_항원,2024-11-12,DB3016,남도,협력,장석현,PRRS,항원,,1OJtFkjU56XtIEosq3w9VTw0GUWiOrjwi,20241112_24-1394_PRRS ELISA_동물진료법인네스트(3016 남도).pdf
24-1393_항원,2024-11-12,DB3014,운도,협력,양승혁,PRRS,항원,,1u98sQ9mRBa8tQJswFlVM48CG-T7i0IvI,20241112_24-1393 PED_PCR_동물진료법인네스트(3014운도).pdf
24-1393_항원,2024-11-12,DB3014,운도,협력,양승혁,PRRS,항원,,1DiPBZBED052GLi1uyPogk59V0XIO2r0s,20241112_24-1393_PRRS ELISA_동물진료법인네스트(3014 운도).pdf
24-1393_항원,2024-11-12,DB3014,운도,협력,양승혁,PRRS,항원,,1hwfE8YZuvOfGxYRXakegT1RnL0KPPzLg,20241112_24-1393 최종 결과서_네스트(3014운도).pdf
24-1392_항원,2024-11-12,DB3017,성산,협력,이희원,PRRS,항원,,1jliI5ERkS4u85321jwDcOX9-8sDIwe5Y,20241112_24-1392 PED_PCR_동물진료법인네스트(3017성산).pdf
24-1392_항원,2024-11-12,DB3017,성산,협력,이희원,PRRS,항원,,1nujVgP3C5Z6W0XcI8FxypiMau4cFQuwJ,20241112_24-1392_PRRS ELISA_동물진료법인네스트(3017 성산).pdf
24-1392_항원,2024-11-12,DB3017,성산,협력,이희원,PRRS,항원,,1oYFGeXBYhXTKkvbO6AAACb9qo8lf1FdY,20241112_24-1392 최종 결과서_네스트(3017성산).pdf
24-1375_항원,2024-11-12,DB2006,대월,직영,고상억,PRRS,항원,,1H1B17cGG7VCT3y6dF1K7wtNNj0IyJtzb,20241112_24-1375 세균배양_동물진료법인네스트(2006대월).pdf
24-1375_항원,2024-11-12,DB2006,대월,직영,고상억,PRRS,항원,,1LhlbBd-iwlEqQIl2wNSaO7zV62I0iyXW,20241112_24-1375 E.coli toxin pcr_동물진료법인네스트(2006대월).pdf
24-1375_항원,2024-11-12,DB2006,대월,직영,고상억,PRRS,항원,,1nIlM5aGMb2KslT8kxiWc2QrsA6kB6c-x,20241112_24-1375 최종 결과서_네스트(2006대월).pdf
24-1375_항원,2024-11-08,DB2006,대월,직영,고상억,PRRS,항원,,1PBWr8r0y_p4lC3xOlkEWJizzftkOdzBh,20241108_24-1375 자돈소화기_PCR_동물진료법인네스트(2006대월).pdf
24-1383_항원,2024-11-08,DB1001,성진,직영,양승혁,PRRS,항원,,1NeOUXsUxjAhTVK4SsY6i1IvON5IhR3jX,20241108_24-1383 PRRSV PCR_동물진료법인 네스트(1001성진).pdf
24-1383_항원,2024-11-08,DB1001,성진,직영,양승혁,PRRS,항원,,1HIAtGIXn_Dezp5xqw1EYpA6dc1NlgVUc,20241108_24-1383_PRRS ELISA_동물진료법인네스트(1001 성진).pdf
24-1382_항원,2024-11-08,DB4003,유기,위탁장,박지형,PRRS,항원,,1y3oeFDspBvDibZmBeCvgiFyp7F8ZoZxb,20241108_24-1382 PRRSV PCR_동물진료법인 네스트(4003 유기).pdf
24-1382_항원,2024-11-08,DB4003,유기,위탁장,박지형,PRRS,항원,,19sGOBK4l6fujyI2RfpsJd7vpMRI2TZJC,20241108_24-1382 PED_PCR_동물진료법인네스트(4003유기).pdf
24-1382_항원,2024-11-08,DB4003,유기,위탁장,박지형,PRRS,항원,,1-W-krjoBkgwpIprq_TawatuxyuORWh0L,20241108_24-1382_PRRS ELISA_동물진료법인네스트(4003 유기).pdf
24-1381_항원,2024-11-08,DB2010,문강,직영,박지형,PRRS,항원,,1yWbbWiADO_SqPBLdZKMSNj3YZ7LQIx-G,20241108_24-1381_PRRS ELISA_동물진료법인네스트(2010 문강).pdf
24-1381_항원,2024-11-08,DB2010,문강,직영,박지형,PRRS,항원,,1VsnElhBGDDrf00-B-s0K04G6iwCxNC7o,20241108_24-1381 최종 결과서_네스트(2010문강).pdf
24-1375_항원,2024-11-07,DB2006,대월,직영,고상억,PRRS,항원,,1ji3tn3AFkKguqzU4HL6LrvKqJLTdujXj,20241107_24-1375 PRRSV PCR_동물진료법인 네스트(2006대월).pdf
24-1375_항원,2024-11-07,DB2006,대월,직영,고상억,PRRS,항원,,176CTVwXLq71bcns0Szk--WRH2hdWBt9M,20241107_24-1375_PRRS ELISA_동물진료법인네스트(2006 대월).pdf
24-1374_항원,2024-11-07,DB4014,버들,직영,양승혁,PRRS,항원,,1l3-6DLoBFmYuh1Add3SrAakDAjIXjR1t,20241107_24-1374 PRRSV PCR_동물진료법인 네스트(4014버들).pdf
24-1374_항원,2024-11-07,DB4014,버들,직영,양승혁,PRRS,항원,,1NpEEqkGzrt2ZkPMD_OnFmxuRDc3nBF25,20241107_24-1374 PED_PCR_동물진료법인네스트(4014버들).pdf
24-1374_항원,2024-11-07,DB4014,버들,직영,양승혁,PRRS,항원,,1dwQPhQD7iKkftmZbgLdYgzV3TnZyJ00j,20241107_24-1374_PRRS ELISA_동물진료법인네스트(4014 버들).pdf
24-1373_항원,2024-11-07,DB3001,조산,협력,박지형,PRRS,항원,,1tri3yDl3C2d9WmE-O6ruMppTz5jT4BFN,20241107_24-1373 PED_PCR_동물진료법인네스트(3001조산).pdf
24-1373_항원,2024-11-07,DB3001,조산,협력,박지형,PRRS,항원,,1aijDme2Ax9GToocMjTA3z34J3I_tNe_a,20241107_24-1373_PRRS ELISA_동물진료법인네스트(3001 조산).pdf
24-1373_항원,2024-11-07,DB3001,조산,협력,박지형,PRRS,항원,,1G6-BdcCp9xFb_ZsG8kcZB1SloNp8EGJ1,20241107_24-1373 최종 결과서_네스트(3001조산).pdf
24-1368_항원,2024-11-06,DB3021,화진,협력,양승혁,PRRS,항원,,1_zh8saowEOcOtJHlmJxUrFJuXV5zIYWE,20241106_24-1368 최종 결과서_네스트(3021화진).pdf
24-1367_항원,2024-11-06,DB2009,해림,직영,이희원,PRRS,항원,,11Dl4eZA8R3kgjkyDTvn9PlJkVEUgADqk,20241106_24-1367 PED_PCR_동물진료법인네스트(2009해림).pdf
24-1364_항원,2024-11-05,DB2011,서후,직영,박지형,PRRS,항원,,1kaoH1VpyDCUODiBczAytp8F_cB5Dlxtl,20241105_24-1364 PRRSV PCR_동물진료법인 네스트(2011서후).pdf
24-1364_항원,2024-11-05,DB2011,서후,직영,박지형,PRRS,항원,,1byUsLOOPgqX6SarPPVqa4xrvIwqniip3,20241105_24-1364_PRRS ELISA_동물진료법인네스트(2001 서후).pdf
24-1363_항원,2024-11-05,DB2015,다원,직영,고상억,PRRS,항원,,1dVFy-6no0FyMkK54rbB62eyMXyRFaX1c,20241105_24-1363 PED_PCR_동물진료법인네스트(2015다원).pdf
24-1363_항원,2024-11-05,DB2015,다원,직영,고상억,PRRS,항원,,1TgCaZ0ChABjFKBVtdyUHfSaXsWDOnKMy,20241105_24-1363_PRRS ELISA_동물진료법인네스트(2015 다원).pdf
24-1363_항원,2024-11-05,DB2015,다원,직영,고상억,PRRS,항원,,15vYZ5qzqLhXCQ0uGxahCWNO3PPCQIXnN,20241105_24-1363 최종 결과서_네스트(2015다원).pdf
24-1362_항원,2024-11-05,DB5001,중원,SP센터,장석현,PRRS,항원,,1WgdSJALwPwgI1Ywwlqg5L5XUyODSlp0F,20241105_24-1362 PRRSV nPCR_동물진료법인 네스트(5001중원).pdf
24-1362_항원,2024-11-05,DB5001,중원,SP센터,장석현,PRRS,항원,,1mbfvb_vTVB4jyjZDh_RTjXd-9Nyt6OQ_,20241105_24-1362_PRRS ELISA_동물진료법인네스트(5001 중원).pdf
24-1362_항원,2024-11-05,DB5001,중원,SP센터,장석현,PRRS,항원,,1W4rGy3t-d6OuKWF8gXtFjSgT7rbLn9PX,20241105_24-1362 최종 결과서_네스트(5001중원).pdf
24-1361_항원,2024-11-05,DB3007,효돈,협력,양승혁,PRRS,항원,,18nyD5jPm3y7UbL3nFRBBOVO2vjrEDj5H,20241105_24-1361 PED_PCR_동물진료법인네스트(3007효돈).pdf
24-1361_항원,2024-11-05,DB3007,효돈,협력,양승혁,PRRS,항원,,1KSF9r3fU62U51B-PS-MldMk32siim-uY,20241105_24-1361_PRRS ELISA_동물진료법인네스트(3007 효돈).pdf
24-1361_항원,2024-11-05,DB3007,효돈,협력,양승혁,PRRS,항원,,1d7FeHeFTLMaaVtSnlbuqFZFZR1HFd7eB,20241105_24-1361 최종 결과서_네스트(3007효돈).pdf
24-1360_항원,2024-11-05,DB3016,남도,협력,장석현,PRRS,항원,,12agMy6M1t8XK_v4EYEbfbzCOwuaQkFAP,20241105_24-1360 PED_PCR_동물진료법인네스트(3016남도).pdf
24-1360_항원,2024-11-05,DB3016,남도,협력,장석현,PRRS,항원,,17QhiR6ACY2YcbGn0IsBnNsISoUbQtwUL,20241105_24-1360_PRRS ELISA_동물진료법인네스트(3016 남도).pdf
24-1360_항원,2024-11-05,DB3016,남도,협력,장석현,PRRS,항원,,1r0SVRVZ4m1lU8dxfN7HjDNtsNPnMBsUs,20241105_24-1360 최종 결과서_네스트(3016남도).pdf
24-1359_항원,2024-11-05,DB3014,운도,협력,양승혁,PRRS,항원,,1PuJseP_PNpkpaTeDcO8cBlkpVELyQa51,20241105_24-1359 PED_PCR_동물진료법인네스트(3014운도).pdf
24-1359_항원,2024-11-05,DB3014,운도,협력,양승혁,PRRS,항원,,1-SqrGGR0oFgmMS4xK0HNsOe09IaF--xh,20241105_24-1359_PRRS ELISA_동물진료법인네스트(3014 운도).pdf
24-1359_항원,2024-11-05,DB3014,운도,협력,양승혁,PRRS,항원,,1l2bFyjObJWC5pc4AqCH89px9hPHXJrLl,20241105_24-1359 최종 결과서_네스트(3014운도).pdf
24-1358_항원,2024-11-05,DB3017,성산,협력,이희원,PRRS,항원,,13zwAeY6G1q6lbjotKWnQp0OgUx16DY5B,20241105_24-1358 PED_PCR_동물진료법인네스트(3017성산).pdf
24-1358_항원,2024-11-05,DB3017,성산,협력,이희원,PRRS,항원,,1ZjvDJkkjlNLgoBOaoPPicTxePN46Crgx,20241105_24-1358_PRRS ELISA_동물진료법인네스트(3017 성산).pdf
24-1358_항원,2024-11-05,DB3017,성산,협력,이희원,PRRS,항원,,1EPZ_y_96bjWIHIKg1cw3-rjY41G0zw_r,20241105_24-1358 최종 결과서_네스트(3017성산).pdf
24-1348_항원,2024-11-01,DB1001,성진,직영,양승혁,PRRS,항원,,1_G4j9Fjiwekgr0M0SzoBYEiV-X9kXysp,20241101_24-1348 PRRSV PCR_동물진료법인 네스트(1001성진).pdf
24-1348_항원,2024-11-01,DB1001,성진,직영,양승혁,PRRS,항원,,1Q7y3u7bCzYgjKq2-YCRS2rWtWrWv0dSz,20241101_24-1348_PRRS ELISA_동물진료법인네스트(1001 성진).pdf
24-1339_항원,2024-10-30,DB3021,화진,협력,양승혁,PRRS,항원,,191GWLRh0lIgPCir_4WgkIMYwSVkIORR7,20241030_24-1339 PED_PCR_동물진료법인네스트(3021화진).pdf
24-1338_항원,2024-10-30,DB2010,문강,직영,박지형,PRRS,항원,,1JSlt3R96Jd5vzsBg9-lRXgXC8QlQAHrB,20241030_24-1338 PRRSV PCR_동물진료법인 네스트(2010문강).pdf
24-1338_항원,2024-10-30,DB2010,문강,직영,박지형,PRRS,항원,,1wl7KRQ9AkXaQ2pDC5rgvbLdAiS8CQlNU,20241030_24-1338_PRRS ELISA_동물진료법인네스트(2010 문강).pdf
24-1331_항원,2024-10-29,DB3017,성산,협력,이희원,PRRS,항원,,1sCcGeBCg9y_Xhoxw1cl1oru9eNbq-fhQ,20241029_24-1331 PRRSV PCR_동물진료법인 네스트(3017성산).pdf
24-1331_항원,2024-10-29,DB3017,성산,협력,이희원,PRRS,항원,,1GfqMaEhssjOdeaCGYOKfJyh6qBAMjx39,20241029_24-1331 PED_PCR_동물진료법인네스트(3017성산).pdf
24-1331_항원,2024-10-29,DB3017,성산,협력,이희원,PRRS,항원,,1sayilvy7qs-drUo-yVfistVchObg62Ax,20241029_24-1331_PRRS ELISA_동물진료법인네스트(317 성산).pdf
24-1336_항원,2024-10-29,DB3016,남도,협력,장석현,PRRS,항원,,1QQPbXjADyT89P_wzccCAOzVfej2O3VkT,20241029_24-1336 PRRSV PCR_동물진료법인 네스트(3016남도).pdf
24-1336_항원,2024-10-29,DB3016,남도,협력,장석현,PRRS,항원,,1APAhCAL74zd82ZlVRVj_1XFqzi-9BKuh,20241029_24-1336 PED_PCR_동물진료법인네스트(3016남도).pdf
24-1336_항원,2024-10-29,DB3016,남도,협력,장석현,PRRS,항원,,1kUf5_tT3qb84OfFh5Yd3ss4_hRJ4Vu5N,20241029_24-1336_PRRS ELISA_동물진료법인네스트(3016 남도).pdf
24-1335_항원,2024-10-29,DB3002,삼경,협력,장석현,PRRS,항원,,1aDCFuZvCfxKtGqNUi6s3IY5rEsjhV98Z,20241029_24-1335 PRRSV PCR_동물진료법인 네스트(3002삼경).pdf
24-1335_항원,2024-10-29,DB3002,삼경,협력,장석현,PRRS,항원,,15UBr2FjLchsgkgzxSIInBXvsCtCiYPlj,20241029_24-1335 PED_PCR_동물진료법인네스트(3002삼경).pdf
24-1335_항원,2024-10-29,DB3002,삼경,협력,장석현,PRRS,항원,,1eDkEbER94H9CeGYeZ7JBps4OUtZAZK_O,20241029_24-1335_PRRS ELISA_동물진료법인네스트(3002 삼경).pdf
24-1334_항원,2024-10-29,DB2008,여울목,직영,고상억,PRRS,항원,,1S6OCAUhSIxCyxJrvC4QH2mirnB05dvjw,20241029_24-1334 PRRSV PCR_동물진료법인 네스트(2008여울목).pdf
24-1334_항원,2024-10-29,DB2008,여울목,직영,고상억,PRRS,항원,,1HaB0ysveaqQwAznHA1pQYb30kjEdsq5k,20241029_24-1334_PRRS ELISA_동물진료법인네스트(2008 여울목).pdf
24-1333_항원,2024-10-29,DB5002,조치원,SP센터,이희원,PRRS,항원,,1i96PDa7LbgJcIZVlpL4bn8Wem-lXkmuZ,20241029_24-1333_PRRS ELISA_동물진료법인네스트(5002 조치원).pdf
24-1333_항원,2024-10-29,DB5002,조치원,SP센터,이희원,PRRS,항원,,1YfRY1cg_Ucny_yKhx53rNY9eEKdh3SCa,20241029_24-1333 최종 결과서_네스트(5002조치원).pdf
24-1332_항원,2024-10-29,DB2015,다원,직영,고상억,PRRS,항원,,1VjquSiONkIEREG-FFrscRN5XdmE41wPb,20241029_24-1332 PED_PCR_동물진료법인네스트(2015다원).pdf
24-1332_항원,2024-10-29,DB2015,다원,직영,고상억,PRRS,항원,,1dC7sIajAJV_Hl1OSmAEhwZ9mwOT_cVGq,20241029_24-1332_PRRS ELISA_동물진료법인네스트(2015 다원).pdf
24-1332_항원,2024-10-29,DB2015,다원,직영,고상억,PRRS,항원,,1bY8L1HyzcfJTi6dOUwvfY7X7pPHYriF8,20241029_24-1332 최종 결과서_네스트(2015다원).pdf
24-1330_항원,2024-10-29,DB3014,운도,협력,양승혁,PRRS,항원,,1YredadKOY79VUztUnlG1MV2M3M6ndR7H,20241029_24-1330 PED_PCR_동물진료법인네스트(3014운도).pdf
24-1330_항원,2024-10-29,DB3014,운도,협력,양승혁,PRRS,항원,,1dN5CahAu3iT8-klYxow7kSyQETFdKBEt,20241029_24-1330_PRRS ELISA_동물진료법인네스트(3014 운도).pdf
24-1330_항원,2024-10-29,DB3014,운도,협력,양승혁,PRRS,항원,,1U-AeI0lc2v93h-KnkUzArTufgaV3GGl6,20241029_24-1330 최종 결과서_네스트(3014운도).pdf
24-1329_항원,2024-10-29,DB3007,효돈,협력,양승혁,PRRS,항원,,1_gzVi3JEPuXA4dxEgWOkPXMXDdHmUacL,20241029_24-1329 PRRSV PCR_동물진료법인 네스트(3007효돈).pdf
24-1329_항원,2024-10-29,DB3007,효돈,협력,양승혁,PRRS,항원,,1RnAecjHjrOkHv_Zg1Xm980xI4gt47t7c,20241029_24-1329 PED_PCR_동물진료법인네스트(3007효돈).pdf
24-1329_항원,2024-10-29,DB3007,효돈,협력,양승혁,PRRS,항원,,1qGGyBw7SD3NAswCgy6V2FT_eOgGQgkX2,20241029_24-1329_PRRS ELISA_동물진료법인네스트(3007 효돈).pdf
24-1328_항원,2024-10-29,DB4014,버들,직영,양승혁,PRRS,항원,,1YSkQSypC-vowmIZxiphm4CkM61GoMOz3,20241029_24-1328 PED_PCR_동물진료법인네스트(4014버들).pdf
24-1328_항원,2024-10-29,DB4014,버들,직영,양승혁,PRRS,항원,,1YXTV5jameXd3M8widGE9nHFqKwuybANa,20241029_24-1328_PRRS ELISA_동물진료법인네스트(4014 버들).pdf
24-1328_항원,2024-10-29,DB4014,버들,직영,양승혁,PRRS,항원,,11jSKhEwHvuSCluT6nUhXeIk7SbNbLwUJ,20241029_24-1328 최종 결과서_네스트(4014버들).pdf
24-1320_항원,2024-10-25,DB1001,성진,직영,양승혁,PRRS,항원,,1mBqdkH2is55PsJfh6sp_pKI8fI_AaS4f,20241025_24-1320_PRRS ELISA_동물진료법인네스트(1001 성진).pdf
24-1320_항원,2024-10-25,DB1001,성진,직영,양승혁,PRRS,항원,,1n_Aalxvv-02O-ufA0u01HjgZ8OYEVkwi,20241025_24-1320 최종 결과서_네스트(1001성진).pdf
24-1315_항원,2024-10-24,DB2006,대월,직영,고상억,PRRS,항원,,1lKBsQfljYhB9aXbtzNle3XTzYS-AiOk8,20241024_24-1315 최종 결과서_네스트(2006대월).pdf
24-1315_항원,2024-10-24,DB2006,대월,직영,고상억,PRRS,항원,,1vGneandjnVmFj8VscTsR1JcHBe-28SHi,20241024_24-1315 PRRSV PCR_동물진료법인 네스트(2006대월).pdf
24-1301_항원,2024-10-24,DB3002,삼경,협력,장석현,PRRS,항원,,1_EQCI490ySccS1t_VVq9d4Zq98HpgK3q,20241024_24-1301_호흡기APP ELISA_동물진료법인네스트(3002 삼경).pdf
24-1301_항원,2024-10-24,DB3002,삼경,협력,장석현,PRRS,항원,,1xR7Mn_a0VmG-eD5XhuLqlSSpbnzHj9HV,20241024_24-1301_마이코플라즈마 ELISA_동물진료법인네스트(3002 삼경).pdf
24-1307_항원,2024-10-23,DB2009,해림,직영,이희원,PRRS,항원,,1R87WnW-vrY5vdjgyImpTg4nUbZXgOZjW,20241023_24-1307 PED_PCR_동물진료법인네스트(2009해림).pdf
24-1301_항원,2024-10-23,DB3002,삼경,협력,장석현,PRRS,항원,,1J8yEWGU-yMsY5Y8HmPgzVJ1-5LiIx4J7,20241023_24-1301 PCV2 type_동물진료법인 네스트(3002삼경).pdf
24-1301_항원,2024-10-23,DB3002,삼경,협력,장석현,PRRS,항원,,18BJcJBAG1VGBSH-hJ1rqLsDsoQ2rJfwC,20241023_24-1301 PCV2 PCR_동물진료법인 네스트(3002삼경).pdf
24-1301_항원,2024-10-23,DB3002,삼경,협력,장석현,PRRS,항원,,1R4883iFnpqFb1mpvvQ7HBi5miHIMXFIu,20241023_24-1301_PCV2 ELISA_동물진료법인네스트(3002 삼경).pdf
24-1303_항원,2024-10-22,DB2011,서후,직영,박지형,PRRS,항원,,1yXzk9O1mYBxE4Qb3s2nIEZKZO7fWAjcV,20241022_24-1303 PRRSV PCR_동물진료법인 네스트(2011서후).pdf
24-1303_항원,2024-10-22,DB2011,서후,직영,박지형,PRRS,항원,,1VkSlz4prUlTQSOBa9YhAcvx1pUts_J42,20241022_24-1303_PRRS ELISA_동물진료법인네스트(2011 서후).pdf
24-1302_항원,2024-10-22,DB5001,중원,SP센터,장석현,PRRS,항원,,1ztDEKTLhqDeqrw1K9fjVD-wJlPcNv4Ao,20241022_24-1302 PRRSV PCR_동물진료법인 네스트(5001중원).pdf
24-1302_항원,2024-10-22,DB5001,중원,SP센터,장석현,PRRS,항원,,1P0w21YmDyyVzMgxr2oIJnEhVcpue0O9d,20241022_24-1302 PRRSV nPCR_동물진료법인 네스트(5001중원).pdf
24-1302_항원,2024-10-22,DB5001,중원,SP센터,장석현,PRRS,항원,,1duXbc5YyGxYmdcVDvm1OC4gSOFnIOxne,20241022_24-1302_PRRS ELISA_동물진료법인네스트(5001 중원).pdf
24-1300_항원,2024-10-22,DB3002,삼경,협력,장석현,PRRS,항원,,1oKDztJNBu-bZzv2FttotclKWdken34fd,20241022_24-1300 PRRSV PCR_동물진료법인 네스트(3002삼경).pdf
24-1300_항원,2024-10-22,DB3002,삼경,협력,장석현,PRRS,항원,,1bCZEGVqVCmogueIMKY1mhglFUBsYtX2Y,20241022_24-1300 PED_PCR_동물진료법인네스트(3002삼경).pdf
24-1300_항원,2024-10-22,DB3002,삼경,협력,장석현,PRRS,항원,,1_umyskRheVFeupjR84Hmytu2Jjh9os5Y,20241022_24-1300_PRRS ELISA_동물진료법인네스트(3002 삼경).pdf
24-1299_항원,2024-10-22,DB3016,남도,협력,장석현,PRRS,항원,,1302PF4BGWElvtJL3BrFANoCr8ugTNHFL,20241022_24-1299 PRRSV PCR_동물진료법인 네스트(3016남도).pdf
