접수번호,접수일자,농장코드,농장명,구분,담당수의사,질병명,검사종류,결과,PDF_파일ID,파일명
25-04755_혈청,2025-05-27,DB1001,성진,직영,양승혁,PRRS,혈청,,1LWjwrOSUCI5AwS5LJxgYPX7uB5gTYdrN,
25-04721_항원,2025-05-26,DB1001,성진,직영,양승혁,PRRS,항원,,1JmFiQ9uMS_U0QkG0CCGwCkXBY_0flf5Y,
25-04720_항원,2025-05-26,DB1001,성진,직영,양승혁,PRRS,항원,,1LXVjDN8_aGBPwjCodlLM438MTAygZlcv,
25-04719_항원,2025-05-26,DB1001,성진,직영,양승혁,PRRS,항원,,13FuHEnho9mK9Hpn7rdVWRyLlB56CLHOh,
25-04720_혈청,2025-05-26,DB1001,성진,직영,양승혁,PRRS,혈청,,1PZaCGj1QC-XS7MBDz4Ya-LduC5AekeIr,
25-04719_혈청,2025-05-26,DB1001,성진,직영,양승혁,PRRS,혈청,,1Puc7bbqX12lyexJxiCx0eCXDy2T7GRF-,
25-04547_,2025-05-26,(세균) 25-04547 DB3025,(세균) 25-04547 DB3025,-,-,PRRS,,,1fw9IMaVspSi1c_AfXTRdG_-rOjpPP-oK,
25-04593_항원,2025-05-22,DB1001,성진,직영,양승혁,PRRS,항원,,1drIVNJAf4M0vRSNOlDJ1ImB_2RBUWui_,
25-04547_항원,2025-05-21,DB1001,성진,직영,양승혁,PRRS,항원,,1OAD1swQe5GjN8sIS6DzZuxyuuD_2Iwhi,
25-04485_항원,2025-05-20,DB1001,성진,직영,양승혁,PRRS,항원,,1XYICxUrLaL5DcvyybtFtSjfhL5AfNPzb,
25-04486_혈청,2025-05-20,DB1001,성진,직영,양승혁,PRRS,혈청,,15c8UcqhBulHsWo5Pc5vvkawPlirps15m,
25-04485_혈청,2025-05-20,DB1001,성진,직영,양승혁,PRRS,혈청,,1BaArmKS2P-Nt7p1WygFHVKJ21iziPwms,
25-04460_항원,2025-05-19,DB1001,성진,직영,양승혁,PRRS,항원,,1zMNDSV6ah4u7k6uUmXs6eMTeGP9PVeUZ,
25-04464_항원,2025-05-19,DB1001,성진,직영,양승혁,PRRS,항원,,1BMC1WtVp0gMzPHFMjdHvAgYQ5eaQEIIq,
25-04463_항원,2025-05-19,DB1001,성진,직영,양승혁,PRRS,항원,,1g9VpE6VArl6W8e2c5IzDu8Y7IwUWTXvd,
25-04311_,2025-05-19,(세균) 25-04311 상수2농장(HACCP),(세균) 25-04311 상수2농장(HACCP),-,-,PRRS,,,1wNwS9E6BSNxhwjXU5UEFV0POI7V6NlZ7,
25-04310_,2025-05-19,DB3005,관인,협력,양승혁,PRRS,,,1sZkcxmlR_fmlS7L_bN-ItKgDPgY0i3B7,
25-04203_,2025-05-16,DB3007,효돈,협력,양승혁,PRRS,,,1Sl1aLpJRB08HphUEJPq7wAJUKuPTCbVk,
25-03797_,2025-05-16,(수질검사) 25-03797 해금농장,(수질검사) 25-03797 해금농장,-,-,PRRS,,,1GU5QhXpVLLjBJ4LodJuNqGbsmxAu6GcM,
25-04360_혈청,2025-05-15,DB1001,성진,직영,양승혁,PRRS,혈청,,1WlE5uITE_qnBfAEtB5pO0XNGyzEm_n5o,
25-04362_항원,2025-05-15,DB1001,성진,직영,양승혁,PRRS,항원,,1Pbswgk2b6TKt20-lNbDC0oRD1orTXio1,
25-04360_항원,2025-05-15,DB1001,성진,직영,양승혁,PRRS,항원,,1MIGH1PvjKunmbWM2yOHnzLmmp4q5JYz6,
25-04205_항원,2025-05-13,DB1001,성진,직영,양승혁,PRRS,항원,,1GzNfrUTC9HpJ6tjnJMSIkZTPn6zE_qsX,
25-04204_항원,2025-05-13,DB1001,성진,직영,양승혁,PRRS,항원,,1bwccWRjHKPglsYfxi6HKFq46uSzbsrCD,
25-04205_혈청,2025-05-13,DB1001,성진,직영,양승혁,PRRS,혈청,,1_IxhguLbz43w7q4jZzyZxj0OcBfaQBA8,
25-04204_혈청,2025-05-13,DB1001,성진,직영,양승혁,PRRS,혈청,,1eRzEzsYzZ_ZBbky3_qsK2fNNAUcbjrXT,
25-04175_항원,2025-05-12,DB1001,성진,직영,양승혁,PRRS,항원,,1AckUQ9ZZtrRapsmAQ0xE_rdw9yUVU5mS,
25-04137_항원,2025-05-10,DB1001,성진,직영,양승혁,PRRS,항원,,1z9VcEScCcEk_gGb038qOWlwMpF9tpom6,
25-03988_,2025-05-09,(qPCR) 25-03988 DA2009-PED(추가의뢰),(qPCR) 25-03988 DA2009-PED(추가의뢰),-,-,PRRS,,,1sbUJhnZVdkJqMoJwSzB4JpQnNURMukJP,
25-03990_항원,2025-05-08,DB1001,성진,직영,양승혁,PRRS,항원,,1xaLlOyoxiR4YAoKR8ThWn_YZGk0hhlCX,
25-03991_항원,2025-05-08,DB1001,성진,직영,양승혁,PRRS,항원,,14PKqDK8WfVkYql_CHAHNzmaSMUrcM5pK,
25-03989_항원,2025-05-08,DB1001,성진,직영,양승혁,PRRS,항원,,1mnPp4G6rpWjbZgnnGLpdmaIFlUIBsEbd,
25-03992_항원,2025-05-08,DB1001,성진,직영,양승혁,PRRS,항원,,172K8rzeyZqjypFOEOhGSIhbMp0ptffMl,
25-03988_항원,2025-05-08,DB1001,성진,직영,양승혁,PRRS,항원,,1BB7Wa1FWEnGl-fCp2oPploEjOVFPaf24,
25-03992_혈청,2025-05-08,DB1001,성진,직영,양승혁,PRRS,혈청,,1_j6wqNMPSA3tUQYzHSkuoS-0LYNY4aNO,
25-03938_혈청,2025-05-03,DB1001,성진,직영,양승혁,PRRS,혈청,,15ej1BbQI-dghXtvtgz4bQf25zlWwJsrV,
25-03937_혈청,2025-05-03,DB1001,성진,직영,양승혁,PRRS,혈청,,1ZRRmzgm8yNpaJqIPq9GsxOZujLGFCEh0,
25-03936_혈청,2025-05-03,DB1001,성진,직영,양승혁,PRRS,혈청,,1z32EyFeJ_rogJCADXCKvNGt1WaU-0Po-,
25-03935_혈청,2025-05-03,DB1001,성진,직영,양승혁,PRRS,혈청,,1RCv7mHnSvXfvBjT7SW3qPBq6klMf9zBt,
25-03937_항원,2025-05-03,DB1001,성진,직영,양승혁,PRRS,항원,,1--tGq3O0CT8VC5rAtNQcVOlygrIVKBNQ,
25-03935_항원,2025-05-03,DB1001,성진,직영,양승혁,PRRS,항원,,1gYoR6A8n6bEg6uVIZcbypBXZkjojU1GQ,
25-03938_항원,2025-05-03,DB1001,성진,직영,양승혁,PRRS,항원,,1xR8d8JHLFoLptN3ux9AkKjI5v9-TGW-Q,
25-03936_항원,2025-05-03,DB1001,성진,직영,양승혁,PRRS,항원,,1ETof-ahVmsPOUJqIf7xT3xSKZi4L0GyY,
25-03872_항원,2025-05-02,DB1001,성진,직영,양승혁,PRRS,항원,,1PI1VeP7Iz8usix9pJ53E4bg5MnOvXeKc,
25-03870_항원,2025-05-02,DB1001,성진,직영,양승혁,PRRS,항원,,1teRYrEfaczBXzkRxZO3WLXUS4Wut2DhE,
25-03870_혈청,2025-05-02,DB1001,성진,직영,양승혁,PRRS,혈청,,19-sCoLUFJVAxNGnnhsseuF4in-bzBIvX,
25-03842_항원,2025-04-30,DB1001,성진,직영,양승혁,PRRS,항원,,1Sv4JBWSGDb0Yl5MEUNwLoQtehWp21u_9,
25-03841_항원,2025-04-30,DB1001,성진,직영,양승혁,PRRS,항원,,1UWws5a1IY4sLBjDBz2LLdPxe4iLhjEP3,
25-03840_항원,2025-04-30,DB1001,성진,직영,양승혁,PRRS,항원,,1Gb3ln5FlRbyjTS74FZFCJ2ZptyCKiZVV,
25-03815_항원,2025-04-30,DB1001,성진,직영,양승혁,PRRS,항원,,10wNOPkMgPxXotsd-aPNZPkNbHRh9CHwB,
25-03616_,2025-04-30,DB1001,성진,직영,양승혁,PRRS,,,1Udc4Lo0arCnwso44sdWgLiq07m3Pa1Ew,
25-03842_혈청,2025-04-30,DB1001,성진,직영,양승혁,PRRS,혈청,,1eOb5tFRo840dZd5AfUTQTJuCqrNNhgaI,
25-03841_혈청,2025-04-30,DB1001,성진,직영,양승혁,PRRS,혈청,,192vjtwDQhE_BRmui3hZYewemQKAp1e_X,
25-03840_혈청,2025-04-30,DB1001,성진,직영,양승혁,PRRS,혈청,,1zhh8rqD_5x573ZfqjdPCA8sh7_udFwU9,
25-03815_혈청,2025-04-30,DB1001,성진,직영,양승혁,PRRS,혈청,,1kwjHKvthMusb75ToH5s4d-isysRiyPs-,
25-03731_항원,2025-04-29,DB1001,성진,직영,양승혁,PRRS,항원,,1cIEpR6UNZYRf5W9SqMc277zGjRs-g_aJ,
25-03730_항원,2025-04-29,DB1001,성진,직영,양승혁,PRRS,항원,,1d35AdrswqceQkYt6BvRnW7MhRSgvXk0L,
25-03731_혈청,2025-04-29,DB1001,성진,직영,양승혁,PRRS,혈청,,19UHiZnaFcWG-JMaD0ebSLIrVGfw0Xm8S,
25-03764_항원,2025-04-29,DB1001,성진,직영,양승혁,PRRS,항원,,1xFFruDZkXxG_ZnwJGA2Rqs5t-AfQtR8i,
25-03710_항원,2025-04-28,DB1001,성진,직영,양승혁,PRRS,항원,,1KqL9PrDShvOAzvIh5qKV-jCSt9hCMZdd,
25-03713_항원,2025-04-28,DB1001,성진,직영,양승혁,PRRS,항원,,13VOjQZp1rIfQ_Mfx2XBvG-rxAdLv1Zyo,
25-03710_혈청,2025-04-28,DB1001,성진,직영,양승혁,PRRS,혈청,,10UmPYZAssz05ECwwXFYA-A6EoGV5TeVI,
25-3616_,2025-04-28,(염기서열분석) 25-3616 DA2007,(염기서열분석) 25-3616 DA2007,-,-,PRRS,,,1PbjIuy4s8PM0nM8g7iCCXRjg-VjAqPXB,
25-03696_항원,2025-04-26,DB1001,성진,직영,양승혁,PRRS,항원,,13qKQal46TyvKz7Hju29vXtBrtMkgim6s,
25-03696_혈청,2025-04-26,DB1001,성진,직영,양승혁,PRRS,혈청,,1U53PFoQjQaK3Gywd9B4VOmcnrCMxu0H3,
25-03616_항원,2025-04-25,DB1001,성진,직영,양승혁,PRRS,항원,,1LOd7RzP3r2oHd1764jHhiISGG_YZURzi,
25-03548_혈청,2025-04-23,DB1001,성진,직영,양승혁,PRRS,혈청,,1odM4tqYtzHZlmu9GdI5DOcoKLFAci1O3,
25-02966_,2025-04-11,DB2010,문강,직영,박지형,PRRS,,,1duDgZLxd7OL6CrSiTlo75c5uZyDBPeIa,
25-02995_항원,2025-04-08,DB1001,성진,직영,양승혁,PRRS,항원,,1bXcDPejfqzONOEMGnIf9Hh9vFQmrYbF9,
25-02965_항원,2025-04-08,DB1001,성진,직영,양승혁,PRRS,항원,,10rGAqnnjMy0ClupEZWp-JB6Vgc9riGYo,
25-02995_혈청,2025-04-08,DB1001,성진,직영,양승혁,PRRS,혈청,,1BuyLSVpIj3xPlbLLmj7646BgC-S5ydoz,
25-02965_혈청,2025-04-08,DB1001,성진,직영,양승혁,PRRS,혈청,,1SaMQlEatpMT8-Vv7rwalZIn9iCFcWQLk,
25-02849_항원,2025-04-03,DB1001,성진,직영,양승혁,PRRS,항원,,1uoK87rhYeYMRV4EB27gcLjZYmPPCWWJU,
25-02849_혈청,2025-04-03,DB1001,성진,직영,양승혁,PRRS,혈청,,1MvH1yT8X0KfPUvfF87M7vfWDzTCrGsz-,
25-02734_항원,2025-04-02,DB1001,성진,직영,양승혁,PRRS,항원,,1xWdYZTLi1rUegW0kjfD0xewOdbC1Onxg,
25-02659_항원,2025-03-31,DB1001,성진,직영,양승혁,PRRS,항원,,1WOUCuGp2fJ6SswPB6R9U52H1fTWn5w9F,
25-02560_,2025-03-27,(qPCR) 25-02560 DB3025-PRRS,(qPCR) 25-02560 DB3025-PRRS,-,-,PRRS,,,119143346X-ZBkBRY7EY6Vt7LmCjSitQ9,
25-02395_혈청,2025-03-22,DB1001,성진,직영,양승혁,PRRS,혈청,,166IeuulP0yQYAAjdtxPqt3HEGEfikZeP,
25-02395_항원,2025-03-22,DB1001,성진,직영,양승혁,PRRS,항원,,1MDfxrEmSFNXilJCejsJVs0Ilp8SXzTFk,
25-02220_,2025-03-21,DB3002,삼경,협력,장석현,PRRS,,,1LwoZRC0S02R1KFKlyC6b3uwHh4P8d_dY,
25-02087_항원,2025-03-13,DB1001,성진,직영,양승혁,PRRS,항원,,1zfmNY9oLfDA6RRKKXj-SBBry9hThAZ0x,
25-02087_혈청,2025-03-13,DB1001,성진,직영,양승혁,PRRS,혈청,,13SZusheKNoC3dqgJSewth_EgQoo7GhFx,
25-02015_혈청,2025-03-12,DB1001,성진,직영,양승혁,PRRS,혈청,,1OAVFXIegmkhEzBkexm1CJNXfKmqVCVUE,
25-02015_항원,2025-03-12,DB1001,성진,직영,양승혁,PRRS,항원,,120QzhrqNwdrp2RO6NX178QdzkcO3LRX1,
25-01961_혈청,2025-03-11,DB1001,성진,직영,양승혁,PRRS,혈청,,1x6OLe8UXGIwMPs3ujldOgK79EJF4J8MN,
25-01836_항원,2025-03-06,DB1001,성진,직영,양승혁,PRRS,항원,,15APaVHROsZSLBEa2P-TRFwY2d4PeC-cf,
25-01836_혈청,2025-03-06,DB1001,성진,직영,양승혁,PRRS,혈청,,147MCdELOtxe6J5XgNZ7UDp7w_B-35OZU,
25-01554_혈청,2025-02-26,DB1001,성진,직영,양승혁,PRRS,혈청,,1kzbg-hGv1dJxFUKHtpJNT5KZ2oCRVwj0,
25-01304_항원,2025-02-19,DB1001,성진,직영,양승혁,PRRS,항원,,1GgPLGanMbsCfv5CCvu91PYXuan4tfGMW,
25-01304_혈청,2025-02-19,DB1001,성진,직영,양승혁,PRRS,혈청,,1mkW4F54dELBkqR0xQFwHHZF6KCWIsTyy,
25-01136_항원,2025-02-13,DB1001,성진,직영,양승혁,PRRS,항원,,1sbjcw4bmztiN5B2MYFmA0cvheskOKLVI,
25-01136_혈청,2025-02-13,DB1001,성진,직영,양승혁,PRRS,혈청,,1CjOw4MQngVmSlg45txw2hjPTx61zUp5B,
25-01040_항원,2025-02-11,DB1001,성진,직영,양승혁,PRRS,항원,,1fLfB7-42shdEdV-BLgzZgQnevx4IGDOF,
25-01040_혈청,2025-02-11,DB1001,성진,직영,양승혁,PRRS,혈청,,1dV7FEw7m7INO-1mgdjP2CsQg1Erbdk20,
25-00852_항원,2025-02-05,DB1001,성진,직영,양승혁,PRRS,항원,,1QD4fn_2_Fg0HGQ7rin_z27UO00n2qrUO,
25-00852_혈청,2025-02-05,DB1001,성진,직영,양승혁,PRRS,혈청,,1VzsHmkbZEZl2LNXsV77QnPadjTx05Bwu,
25-00349_,2025-01-23,DB1002,대덕,직영,박지형,PRRS,,,1759L6DCS8X9zza--24hKJA21t83rBpn_,
24-11284_항원,2024-12-31,DB1001,성진,직영,양승혁,PRRS,항원,,1LQtBzZY0uHe20Ia96E2x69WmoyLZvbLR,
24-11284_혈청,2024-12-31,DB1001,성진,직영,양승혁,PRRS,혈청,,19o2FziNI12GWV0R3H6cP7746wWALFByo,
24-10770_항원,2024-12-12,DB1001,성진,직영,양승혁,PRRS,항원,,10hOc_WrM9VFpmnoUJB96ATE4kASh0S0v,
24-10770_혈청,2024-12-12,DB1001,성진,직영,양승혁,PRRS,혈청,,1IkxTyRrU2m0xzf35hsV9rww61WABq8Cr,
24-10710_항원,2024-12-11,DB1001,성진,직영,양승혁,PRRS,항원,,1ZnhzOZwgd50SeWJvXVrZ0pUfRAH2Hpfg,
24-10167_항원,2024-11-25,DB1001,성진,직영,양승혁,PRRS,항원,,1xB_vil1Jxz61uEHgVeN3wZ1EtqKDvRVb,
_항원,2024-11-20,DB1001,성진,직영,양승혁,PRRS,항원,,1BDF0JJ8Ds0gf7ZctMpOvuf2CeUWx0rdZ,
24-09970_항원,2024-11-19,DB1001,성진,직영,양승혁,PRRS,항원,,1rA1C2z1EuZhkfGCP5_98h9tsDwZXakBf,
24-09970_혈청,2024-11-19,DB1001,성진,직영,양승혁,PRRS,혈청,,1ulHmpN5dhnPiuITjuzlVbwu6Dcl4_k2Q,
24-09938_항원,2024-11-18,DB1001,성진,직영,양승혁,PRRS,항원,,1y5jWPuKKYXMq-u1b31m7pQ2_jjXSB1A3,
24-09942_항원,2024-11-18,DB1001,성진,직영,양승혁,PRRS,항원,,1GaY3I985Z-I9r8Kz7_easi-3ovvdkokw,
24-1414_,2024-11-15,DB1001,성진,직영,양승혁,PRRS,,,1OOFdR_-jrjwjWfZwUbvXHOZK3hpnILvO,
24-1411_,2024-11-14,DB4001,자영,위탁장,장석현,PRRS,,,12f3zIEs-L-6VE7O3m-L7BDMX1_9DkBc4,
24-1405_,2024-11-13,DB4002,구산,위탁장,박지형,PRRS,,,1wWacfeB4jDTJRkSwy9O8yNdDB4YlhAWD,
24-1404_,2024-11-13,DB5002,조치원,SP센터,이희원,PRRS,,,14M21ofADtEyGQKnHLB5IMeptergTNqak,
24-1403_,2024-11-13,DB3021,화진,협력,양승혁,PRRS,,,1aLgiRZ5AweMjNXx-z0WZYHsjQukaV5KQ,
24-09756_항원,2024-11-12,DB1001,성진,직영,양승혁,PRRS,항원,,1pcROzovyEDto8u2HkP7dv_ybRNUaXftg,
24-1401_,2024-11-12,DB2011,서후,직영,박지형,PRRS,,,104OVdOdpB6fBq2F71LuAhlKRUlgxJ9MC,
24-1400_,2024-11-12,DB1002,대덕,직영,박지형,PRRS,,,113ncfUKIeVnbOyPkUni2aZKLjyYFAYYu,
24-1399_,2024-11-12,DB2008,여울목,직영,고상억,PRRS,,,1_W_9XsOtVYw91fFN1YqNICUX9UEm6LE5,
24-1398_,2024-11-12,DB3022,한빛피플,협력,장석현,PRRS,,,1O2B_bziEptTgfimzcM0aiVXAumclup0i,
24-1397_,2024-11-12,DB2015,다원,직영,고상억,PRRS,,,14co-4BYXrod4uJgVIbNuebO9EQIO3WJI,
24-1396_,2024-11-12,DB4014,버들,직영,양승혁,PRRS,,,157pIvBwGtkKhH3mGeUVGY3C6NeBT76yl,
24-1395_,2024-11-12,DB3007,효돈,협력,양승혁,PRRS,,,1S14kZjQTxWqMmjBNGQ4ik_sircJ_D5qY,
24-1394_,2024-11-12,DB3016,남도,협력,장석현,PRRS,,,1BKs0QI0-lvo3R47kQFBno-T_x_faJz6_,
24-1393_,2024-11-12,DB3014,운도,협력,양승혁,PRRS,,,1xofgKNBt2_6lOu-RGlLEfP3taxjef0ur,
24-1392_,2024-11-12,DB3017,성산,협력,이희원,PRRS,,,1FR5brXvfOKhTecID_ZR2YjIEb9Y_sBgt,
24-1375_,2024-11-12,DB2006,대월,직영,고상억,PRRS,,,122cOTn5KbtPqaCeTG8p2KvQqFw9lTQir,
24-1383_,2024-11-08,DB1001,성진,직영,양승혁,PRRS,,,1sxR9HA5zgXJ1a98RXEaiEOSZt-KBXKmJ,
24-1382_,2024-11-08,DB4003,유기,위탁장,박지형,PRRS,,,1PbcjnXhgujZcDg_D-hGJU39aYV7ruUqE,
24-1381_,2024-11-08,DB2010,문강,직영,박지형,PRRS,,,1x_lkXgl0YSepRr1Dpir7-7LEJQVjPvLd,
24-09344_,2024-11-08,DB3016,남도,협력,장석현,PRRS,,,1Cvo3jcOhdr7V5c2RtOxPzCstg4O8MZta,
24-1374_,2024-11-07,DB4014,버들,직영,양승혁,PRRS,,,1V5T0f6rJPaZCVUkarIbipW9icsOJNFX_,
24-1373_,2024-11-07,DB3001,조산,협력,박지형,PRRS,,,1UwCjTPJgWmsS01ZdmmrFSyEKzpb8wkOS,
24-1368_,2024-11-06,DB3021,화진,협력,양승혁,PRRS,,,1yVeBwZLeD3XL6y3WAhEifKaV-RwO9pdB,
24-1367_,2024-11-06,DB2009,해림,직영,이희원,PRRS,,,1pqmz9tvUfZv6p4HPKNH50viU1MaNBZCW,
24-1364_,2024-11-05,DB2011,서후,직영,박지형,PRRS,,,1o81Ler7ODfgF_pca6QLrrwtkAEg636wv,
24-1363_,2024-11-05,DB2015,다원,직영,고상억,PRRS,,,1b3_ZzxCjvRIpnCIik8JK3CBe938MgFrI,
24-1362_,2024-11-05,DB5001,중원,SP센터,장석현,PRRS,,,1IsQHjZHju3llmi-VKS5Voo1vYjxE-MhT,
24-1361_,2024-11-05,DB3007,효돈,협력,양승혁,PRRS,,,1iaLUGS8RHKvj_t71Q5K-YZe8V6BiNRGB,
24-1360_,2024-11-05,DB3016,남도,협력,장석현,PRRS,,,1kaYzmaxzVvTnmWhkzF5d7_PnsHeqhEfw,
24-1359_,2024-11-05,DB3014,운도,협력,양승혁,PRRS,,,1HpqdSJs0XKHihCNV24ruTFIaAmM4wHod,
24-1358_,2024-11-05,DB3017,성산,협력,이희원,PRRS,,,177rVT74OnueDmw3tA0IN0P67of9wuRLU,
24-1348_,2024-11-01,DB1001,성진,직영,양승혁,PRRS,,,1mTSuBhUT0bxtvEohC94FGxqpUXiupXe4,
24-09343_혈청,2024-10-30,DB1001,성진,직영,양승혁,PRRS,혈청,,17yiMso7JziuQij_7NFBcnHLcvAQEz6Qr,
24-1339_,2024-10-30,DB3021,화진,협력,양승혁,PRRS,,,1OQr9SEpUfYA6RqN5-AKrwJeXyEKT62G2,
24-1338_,2024-10-30,DB2010,문강,직영,박지형,PRRS,,,1Bawe1VnitCl4KNj7VvEk9WmMhrZX16JC,
24-09316_혈청,2024-10-29,DB1001,성진,직영,양승혁,PRRS,혈청,,1hAZYt9_58QPUHTH1-KUwS2WqE98Ba7nA,
24-09316_항원,2024-10-29,DB1001,성진,직영,양승혁,PRRS,항원,,1huEQYowMWmPwuLzWtOCpUX89IOMEW6Gq,
24-1331_,2024-10-29,DB3017,성산,협력,이희원,PRRS,,,16i0ow3hUfZ2143sj3wEMe9kYPXoVGdXG,
24-1336_,2024-10-29,DB3016,남도,협력,장석현,PRRS,,,1xACBPKVY9GInHUXvHvHnVUSE3mlD-FF0,
24-1335_,2024-10-29,DB3002,삼경,협력,장석현,PRRS,,,1GMYNOrebpKqZjEQHd6PSUXHkrC6cAEsj,
24-1334_,2024-10-29,DB2008,여울목,직영,고상억,PRRS,,,1wly2tKxje2HAPK3_j2U_bMB9bZmnVukk,
24-1333_,2024-10-29,DB5002,조치원,SP센터,이희원,PRRS,,,1cYHz8vtR4iFAR0fqSxtFS2AJ6qxMuy6s,
24-1332_,2024-10-29,DB2015,다원,직영,고상억,PRRS,,,1yMx7q3INcKmy7iqjw1tkHxUeMwiHDTZh,
24-1330_,2024-10-29,DB3014,운도,협력,양승혁,PRRS,,,19xFtmXHhmksPyHmgRMIGCG3VgegT7XCK,
24-1329_,2024-10-29,DB3007,효돈,협력,양승혁,PRRS,,,1y3u7bWoxDbiXapyCeaj2XRUA0pKB_xzQ,
24-1328_,2024-10-29,DB4014,버들,직영,양승혁,PRRS,,,1PuCDJCkLSn2sKXIF0FAws9Ub__p5nj1G,
24-1320_,2024-10-25,DB1001,성진,직영,양승혁,PRRS,,,1jf8R2OHLu_hjK8FBSAVy5Q9_oXKGDm5I,
24-1315_,2024-10-24,DB2006,대월,직영,고상억,PRRS,,,1afNoQxVDo1oyd9upK81lGUhqTf4AWBUj,
24-1301_,2024-10-24,DB3002,삼경,협력,장석현,PRRS,,,1XL-QJmboHexR_N2lPJ5SqVztHR1ck40W,
24-1306_,2024-10-24,DB2011,서후,직영,박지형,PRRS,,,1ymdwhfnjF3iV11JvnDutzhaDWdwDkL5N,
24-1307_,2024-10-23,DB2009,해림,직영,이희원,PRRS,,,1l4nFb1JTqni3mgQthEyHEc6fPCOEWlR7,
24-09026_항원,2024-10-22,DB1001,성진,직영,양승혁,PRRS,항원,,1Yeg3tDVVitZP0C9pXke9KqJyf39e-cYO,
24-1303_,2024-10-22,DB2011,서후,직영,박지형,PRRS,,,1ILwQSPKhbMqxeOVC0ceU0LCrFBQUThqh,
24-1302_,2024-10-22,DB5001,중원,SP센터,장석현,PRRS,,,1XQ2z5QYbzyGHEp89NPSO3vx84oXc0e0l,
24-1300_,2024-10-22,DB3002,삼경,협력,장석현,PRRS,,,10diBofTWGocKWGeZiXCSlniDUoIZcQP_,
24-1299_,2024-10-22,DB3016,남도,협력,장석현,PRRS,,,1WndNRfddWq7tZVpAAkAf0jsL5C-3vPJA,
24-1298_,2024-10-22,DB2015,다원,직영,고상억,PRRS,,,1QQtix4AFkHk5r7vJmfI9n6K8_nDa4yy2,
24-1297_,2024-10-22,DB3007,효돈,협력,양승혁,PRRS,,,1sNUP2R9PsxN7fo6kX-kSddVeWXoqZX4S,
24-1296_,2024-10-22,DB3014,운도,협력,양승혁,PRRS,,,1QH7yWa2PHC-QqW44Yyx6AoiA2Z_v7PkT,
24-1295_,2024-10-22,DB3017,성산,협력,이희원,PRRS,,,1Smqlp1BnRRkQiVmCsdU3I023VeG-az3V,
24-1294_,2024-10-22,DB4014,버들,직영,양승혁,PRRS,,,1KqgUI_aSXYrL1H7q2T3EfuDpbhLnd1pt,
24-1285_,2024-10-21,DB2010,문강,직영,박지형,PRRS,,,1jE7uWzu8wL1KhWmSGirhLORpxO8MkauA,
24-08998_항원,2024-10-21,DB1001,성진,직영,양승혁,PRRS,항원,,1X8FMtFvKaJFfVwU6-rePOyP6I96kAi2e,
24-1288_,2024-10-18,DB1001,성진,직영,양승혁,PRRS,,,11IrA8Hh25Te364ARazW3LE2VExBrIbSe,
24-08854_항원,2024-10-17,DB1001,성진,직영,양승혁,PRRS,항원,,1Qw-WEb2lNitLw1M-mDFeT2XR8Q5b2JMN,
24-1281_,2024-10-17,DB5002,조치원,SP센터,이희원,PRRS,,,1jxwK0H3Kkp_HdEvsF5guBzgxSDfWIASI,
24-08854_혈청,2024-10-16,DB1001,성진,직영,양승혁,PRRS,혈청,,1laUW8m-0gqKau3UDrEM0Txl51ayLvbl1,
24-1279_,2024-10-16,DB2015,다원,직영,고상억,PRRS,,,1RYFpgopuuR9fm9G4dpU2hI_mvjbOXy3-,
24-1278_,2024-10-16,DB1001,성진,직영,양승혁,PRRS,,,14pBUe7o2oksBeWAw3O1_aStO6mQYUoki,
24-1277_,2024-10-16,DB2006,대월,직영,고상억,PRRS,,,1DH26b-cUyPWPpqcHLUeC4j1pFW-vczqB,
24-1276_,2024-10-16,DB3002,삼경,협력,장석현,PRRS,,,1MqG-smd0zMS3CRU7kWG5nXRmaOw6Pu3r,
24-08793_항원,2024-10-15,DB1001,성진,직영,양승혁,PRRS,항원,,1djKA88FFntkDvMVqpTFPnK7CTzzMvqlC,
24-08793_혈청,2024-10-15,DB1001,성진,직영,양승혁,PRRS,혈청,,1Osk9xplRHlIHmYEVJy7UlCS9LHYL4qh9,
24-1270_,2024-10-11, 종돈차량), 종돈차량),-,-,PRRS,,,1bwIsn7mCgq7iJzOZgWC3_hnauriZ-CCU,
24-1269_,2024-10-11, 종돈차량), 종돈차량),-,-,PRRS,,,1CXXmrHNADDPaBDghUG5Q27joEbeJH9Ii,
24-1267_,2024-10-11,DB1001,성진,직영,양승혁,PRRS,,,1wuR6lVWJO6cyWWYxk6BD38ctqmSlM7Xf,
24-1260_,2024-10-11,DB2009,해림,직영,이희원,PRRS,,,14CFo5-NGD57mffcNH7W1JbTo7zBtS0-L,
24-1259_,2024-10-10,DB3025,인솔,협력,박지형,PRRS,,,16XWrvO6J9JEHmIONmCh1tISdX8GsqQEa,
24-1264_,2024-10-10,DB3021,화진,협력,양승혁,PRRS,,,1GUlsKWjEHWmoGqHvpHdZorR_R_qmm2sw,
24-1263_,2024-10-10,DB2011,서후,직영,박지형,PRRS,,,1_kMbhmc3aXs0YjQ7idMWL9RKo1XMtkEO,
24-1257_,2024-10-08,DB1002,대덕,직영,박지형,PRRS,,,1VXskDfgXYtrNgrFhqdYS9Z35QBIqARdb,
24-1255_,2024-10-08,DB2010,문강,직영,박지형,PRRS,,,1CETViF2iZGH5ulS6Oj1laD8of2tIDvTm,
